0.43,<BAD>Kuuki 
3.15,<RAD>Keller 
2.30,SnOwY 
2.21,neverdie 
2.51,pyro 
0.55,<BAD>SAINT 
2.00,DUO 
0.76,foolish 
1.83,NSAKENMAN 
0.50,tommorow 
0.92,whitecloud 
0.83,adams 
0.38,hamstergorge 
0.31,cooltwig 
0.65,tototem 
0.82,rockypatel 
0.77,imoscar 
2.73,whereareyouchristmas 
1.27,shooter 
